order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
CA-2022-104825,2022-06-16,2022-06-22,First Class,C104825,Customer 4825,Home Office,United States,Chicago,Illinois,60601,Central,P104825,Technology,Machines,Printer,487.74,3,0.1,157.17
CA-2019-104826,2019-10-31,2019-11-03,Same Day,C104826,Customer 4826,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P104826,Office Supplies,Binders,Binder,799.85,6,0.1,108.19
CA-2021-104827,2021-11-11,2021-11-18,Standard Class,C104827,Customer 4827,Corporate,United States,Los Angeles,California,90001,West,P104827,Technology,Phones,Smartphone,498.24,4,0.1,50.09
CA-2021-104828,2021-07-01,2021-07-04,Standard Class,C104828,Customer 4828,Corporate,United States,Chicago,Illinois,60601,Central,P104828,Technology,Phones,Smartphone,728.6,6,0.3,179.67
CA-2021-104829,2021-03-05,2021-03-07,First Class,C104829,Customer 4829,Home Office,United States,Los Angeles,California,90001,West,P104829,Office Supplies,Paper,Copy Paper,987.22,2,0.1,194.3
CA-2021-104830,2021-12-27,2021-12-28,Standard Class,C104830,Customer 4830,Home Office,United States,Chicago,Illinois,60601,Central,P104830,Office Supplies,Storage,Storage Box,564.96,5,0.2,68.61
CA-2022-104831,2022-04-05,2022-04-09,First Class,C104831,Customer 4831,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P104831,Technology,Machines,Printer,1317.86,4,0.1,381.08
CA-2019-104832,2019-11-08,2019-11-11,Second Class,C104832,Customer 4832,Home Office,United States,Los Angeles,California,90001,West,P104832,Technology,Accessories,Mouse,889.3,6,0.1,175.56
CA-2022-104833,2022-12-14,2022-12-15,Same Day,C104833,Customer 4833,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P104833,Technology,Machines,Printer,761.22,4,0.1,159.4
CA-2019-104834,2019-02-16,2019-02-17,Same Day,C104834,Customer 4834,Home Office,United States,Los Angeles,California,90001,West,P104834,Furniture,Tables,Conference Table,708.02,1,0.2,112.31
CA-2021-104835,2021-03-19,2021-03-21,Second Class,C104835,Customer 4835,Consumer,United States,Houston,Texas,77001,Central,P104835,Furniture,Tables,Conference Table,790.28,4,0.1,105.26
CA-2022-104836,2022-01-06,2022-01-11,Same Day,C104836,Customer 4836,Home Office,United States,Houston,Texas,77001,Central,P104836,Technology,Accessories,Mouse,340.93,3,0.3,3.48
CA-2020-104837,2020-09-26,2020-09-29,Second Class,C104837,Customer 4837,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P104837,Furniture,Tables,Conference Table,1876.49,3,0.3,499.08
CA-2022-104838,2022-12-16,2022-12-18,First Class,C104838,Customer 4838,Home Office,United States,Seattle,Washington,98101,West,P104838,Furniture,Bookcases,Bookcase,1416.62,1,0.1,250.97
CA-2022-104839,2022-01-26,2022-01-29,First Class,C104839,Customer 4839,Consumer,United States,Houston,Texas,77001,Central,P104839,Office Supplies,Binders,Binder,1214.21,9,0.3,258.4
CA-2019-104840,2019-08-28,2019-09-03,Second Class,C104840,Customer 4840,Home Office,United States,Chicago,Illinois,60601,Central,P104840,Furniture,Chairs,Office Chair,838.85,7,0.1,179.94
CA-2022-104841,2022-03-25,2022-03-31,First Class,C104841,Customer 4841,Home Office,United States,Houston,Texas,77001,Central,P104841,Furniture,Bookcases,Bookcase,84.42,2,0.1,12.72
CA-2022-104842,2022-08-14,2022-08-16,Same Day,C104842,Customer 4842,Consumer,United States,Seattle,Washington,98101,West,P104842,Office Supplies,Storage,Storage Box,1817.9,9,0.0,308.67
CA-2020-104843,2020-08-11,2020-08-14,First Class,C104843,Customer 4843,Corporate,United States,New York,New York,10001,East,P104843,Furniture,Chairs,Office Chair,861.36,1,0.3,60.12
CA-2022-104844,2022-01-22,2022-01-26,Second Class,C104844,Customer 4844,Consumer,United States,Seattle,Washington,98101,West,P104844,Office Supplies,Paper,Copy Paper,158.42,1,0.0,48.26
CA-2022-104845,2022-03-29,2022-03-30,Standard Class,C104845,Customer 4845,Consumer,United States,Los Angeles,California,90001,West,P104845,Furniture,Chairs,Office Chair,1960.72,8,0.1,310.72
CA-2019-104846,2019-07-20,2019-07-25,Second Class,C104846,Customer 4846,Corporate,United States,Chicago,Illinois,60601,Central,P104846,Technology,Machines,Printer,991.96,5,0.1,93.05
CA-2019-104847,2019-06-12,2019-06-13,First Class,C104847,Customer 4847,Home Office,United States,Los Angeles,California,90001,West,P104847,Office Supplies,Binders,Binder,387.94,7,0.1,113.94
CA-2020-104848,2020-06-18,2020-06-22,Same Day,C104848,Customer 4848,Consumer,United States,Houston,Texas,77001,Central,P104848,Office Supplies,Paper,Copy Paper,886.96,3,0.1,71.99
CA-2022-104849,2022-01-31,2022-02-07,First Class,C104849,Customer 4849,Consumer,United States,Seattle,Washington,98101,West,P104849,Technology,Phones,Smartphone,276.78,9,0.0,91.67
CA-2021-104850,2021-07-17,2021-07-19,First Class,C104850,Customer 4850,Home Office,United States,Chicago,Illinois,60601,Central,P104850,Technology,Phones,Smartphone,373.0,1,0.2,43.2
CA-2021-104851,2021-05-11,2021-05-14,Same Day,C104851,Customer 4851,Home Office,United States,Houston,Texas,77001,Central,P104851,Technology,Accessories,Mouse,303.62,2,0.2,78.72
CA-2019-104852,2019-04-27,2019-04-30,Same Day,C104852,Customer 4852,Corporate,United States,New York,New York,10001,East,P104852,Technology,Phones,Smartphone,203.35,9,0.3,57.16
CA-2019-104853,2019-02-17,2019-02-19,Same Day,C104853,Customer 4853,Corporate,United States,New York,New York,10001,East,P104853,Technology,Phones,Smartphone,1122.68,9,0.1,349.85
CA-2021-104854,2021-10-15,2021-10-17,Second Class,C104854,Customer 4854,Consumer,United States,Los Angeles,California,90001,West,P104854,Office Supplies,Binders,Binder,1605.47,9,0.2,317.61
CA-2022-104855,2022-12-01,2022-12-04,Standard Class,C104855,Customer 4855,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P104855,Furniture,Bookcases,Bookcase,227.28,2,0.3,30.71
CA-2021-104856,2021-11-09,2021-11-16,Second Class,C104856,Customer 4856,Consumer,United States,Philadelphia,Pennsylvania,19104,East,P104856,Furniture,Chairs,Office Chair,274.54,7,0.3,53.43
CA-2021-104857,2021-06-14,2021-06-21,Standard Class,C104857,Customer 4857,Corporate,United States,Los Angeles,California,90001,West,P104857,Furniture,Tables,Conference Table,1969.43,8,0.3,110.15
CA-2021-104858,2021-12-01,2021-12-07,First Class,C104858,Customer 4858,Home Office,United States,Los Angeles,California,90001,West,P104858,Furniture,Tables,Conference Table,1220.46,9,0.0,72.68
CA-2020-104859,2020-08-16,2020-08-22,Standard Class,C104859,Customer 4859,Corporate,United States,New York,New York,10001,East,P104859,Office Supplies,Binders,Binder,1870.12,8,0.1,383.65
CA-2022-104860,2022-09-28,2022-10-04,Standard Class,C104860,Customer 4860,Home Office,United States,New York,New York,10001,East,P104860,Office Supplies,Paper,Copy Paper,639.07,9,0.1,64.34
CA-2019-104861,2019-12-29,2020-01-03,Same Day,C104861,Customer 4861,Consumer,United States,Los Angeles,California,90001,West,P104861,Office Supplies,Paper,Copy Paper,922.56,4,0.2,152.33
CA-2021-104862,2021-08-12,2021-08-19,Same Day,C104862,Customer 4862,Consumer,United States,Houston,Texas,77001,Central,P104862,Furniture,Chairs,Office Chair,1674.63,4,0.0,572.75
CA-2021-104863,2021-07-14,2021-07-19,Standard Class,C104863,Customer 4863,Consumer,United States,Los Angeles,California,90001,West,P104863,Office Supplies,Binders,Binder,1064.56,1,0.0,243.74
CA-2019-104864,2019-05-22,2019-05-27,Same Day,C104864,Customer 4864,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P104864,Technology,Phones,Smartphone,74.4,7,0.3,4.79
CA-2021-104865,2021-01-05,2021-01-08,First Class,C104865,Customer 4865,Home Office,United States,Chicago,Illinois,60601,Central,P104865,Furniture,Tables,Conference Table,625.6,6,0.0,155.25
CA-2019-104866,2019-02-19,2019-02-22,First Class,C104866,Customer 4866,Corporate,United States,Houston,Texas,77001,Central,P104866,Furniture,Chairs,Office Chair,803.16,7,0.1,125.73
CA-2020-104867,2020-06-16,2020-06-21,Standard Class,C104867,Customer 4867,Home Office,United States,Chicago,Illinois,60601,Central,P104867,Technology,Phones,Smartphone,721.99,8,0.0,81.76
CA-2020-104868,2020-02-17,2020-02-23,Second Class,C104868,Customer 4868,Consumer,United States,Houston,Texas,77001,Central,P104868,Technology,Accessories,Mouse,1297.75,3,0.3,191.16
CA-2020-104869,2020-09-17,2020-09-19,Standard Class,C104869,Customer 4869,Home Office,United States,Seattle,Washington,98101,West,P104869,Furniture,Bookcases,Bookcase,868.62,3,0.3,114.06
CA-2022-104870,2022-09-12,2022-09-13,Standard Class,C104870,Customer 4870,Home Office,United States,Philadelphia,Pennsylvania,19104,East,P104870,Office Supplies,Binders,Binder,130.44,4,0.2,33.9
CA-2019-104871,2019-10-05,2019-10-10,Standard Class,C104871,Customer 4871,Home Office,United States,New York,New York,10001,East,P104871,Office Supplies,Binders,Binder,1523.82,10,0.1,300.76
CA-2022-104872,2022-07-01,2022-07-03,Same Day,C104872,Customer 4872,Corporate,United States,New York,New York,10001,East,P104872,Technology,Machines,Printer,115.17,3,0.3,13.15
CA-2020-104873,2020-09-18,2020-09-25,Standard Class,C104873,Customer 4873,Consumer,United States,Philadelphia,Pennsylvania,19104,East,P104873,Technology,Phones,Smartphone,1961.65,1,0.3,324.09
CA-2021-104874,2021-03-20,2021-03-24,First Class,C104874,Customer 4874,Consumer,United States,Los Angeles,California,90001,West,P104874,Furniture,Tables,Conference Table,140.74,2,0.0,32.3
CA-2021-104875,2021-09-08,2021-09-11,First Class,C104875,Customer 4875,Home Office,United States,Seattle,Washington,98101,West,P104875,Office Supplies,Binders,Binder,618.16,2,0.1,73.0
CA-2022-104876,2022-10-17,2022-10-23,Standard Class,C104876,Customer 4876,Home Office,United States,Seattle,Washington,98101,West,P104876,Technology,Accessories,Mouse,306.49,6,0.3,74.2
CA-2022-104877,2022-04-23,2022-04-26,First Class,C104877,Customer 4877,Home Office,United States,Seattle,Washington,98101,West,P104877,Office Supplies,Binders,Binder,989.53,2,0.0,224.73
CA-2022-104878,2022-07-14,2022-07-15,Standard Class,C104878,Customer 4878,Corporate,United States,New York,New York,10001,East,P104878,Furniture,Chairs,Office Chair,1511.41,6,0.2,188.1
CA-2019-104879,2019-08-15,2019-08-22,First Class,C104879,Customer 4879,Home Office,United States,New York,New York,10001,East,P104879,Technology,Machines,Printer,1697.34,7,0.1,166.61
CA-2020-104880,2020-02-16,2020-02-17,Second Class,C104880,Customer 4880,Home Office,United States,Chicago,Illinois,60601,Central,P104880,Technology,Accessories,Mouse,959.49,5,0.1,77.66
CA-2022-104881,2022-09-14,2022-09-20,Standard Class,C104881,Customer 4881,Home Office,United States,Seattle,Washington,98101,West,P104881,Office Supplies,Binders,Binder,477.65,7,0.3,31.99
CA-2019-104882,2019-08-06,2019-08-12,First Class,C104882,Customer 4882,Corporate,United States,Los Angeles,California,90001,West,P104882,Furniture,Chairs,Office Chair,905.99,1,0.2,127.62
CA-2019-104883,2019-07-14,2019-07-17,Standard Class,C104883,Customer 4883,Corporate,United States,Houston,Texas,77001,Central,P104883,Office Supplies,Binders,Binder,130.67,10,0.1,6.34
CA-2019-104884,2019-01-08,2019-01-15,Same Day,C104884,Customer 4884,Corporate,United States,New York,New York,10001,East,P104884,Furniture,Chairs,Office Chair,197.55,7,0.1,39.98
CA-2019-104885,2019-10-17,2019-10-22,First Class,C104885,Customer 4885,Home Office,United States,Philadelphia,Pennsylvania,19104,East,P104885,Furniture,Tables,Conference Table,363.63,7,0.1,109.84
CA-2021-104886,2021-04-24,2021-05-01,Standard Class,C104886,Customer 4886,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P104886,Furniture,Bookcases,Bookcase,1820.83,5,0.2,280.79
CA-2021-104887,2021-02-09,2021-02-11,Same Day,C104887,Customer 4887,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P104887,Technology,Machines,Printer,124.53,6,0.2,28.24
CA-2021-104888,2021-07-20,2021-07-24,Standard Class,C104888,Customer 4888,Corporate,United States,Seattle,Washington,98101,West,P104888,Furniture,Bookcases,Bookcase,679.47,4,0.2,167.78
CA-2021-104889,2021-11-27,2021-11-28,Same Day,C104889,Customer 4889,Corporate,United States,New York,New York,10001,East,P104889,Technology,Machines,Printer,78.22,7,0.2,3.9
CA-2021-104890,2021-01-17,2021-01-20,Standard Class,C104890,Customer 4890,Corporate,United States,Los Angeles,California,90001,West,P104890,Office Supplies,Storage,Storage Box,1620.55,2,0.2,433.93
CA-2019-104891,2019-07-01,2019-07-08,Standard Class,C104891,Customer 4891,Consumer,United States,New York,New York,10001,East,P104891,Technology,Accessories,Mouse,1833.2,1,0.1,580.08
CA-2020-104892,2020-12-16,2020-12-23,Same Day,C104892,Customer 4892,Corporate,United States,New York,New York,10001,East,P104892,Office Supplies,Storage,Storage Box,178.87,7,0.1,33.86
CA-2020-104893,2020-07-05,2020-07-10,First Class,C104893,Customer 4893,Home Office,United States,Philadelphia,Pennsylvania,19104,East,P104893,Technology,Accessories,Mouse,198.69,2,0.3,53.31
CA-2022-104894,2022-06-30,2022-07-03,Same Day,C104894,Customer 4894,Home Office,United States,Chicago,Illinois,60601,Central,P104894,Office Supplies,Storage,Storage Box,261.62,8,0.2,25.28
CA-2020-104895,2020-08-26,2020-08-31,First Class,C104895,Customer 4895,Consumer,United States,Los Angeles,California,90001,West,P104895,Furniture,Tables,Conference Table,1820.18,4,0.2,510.51
CA-2020-104896,2020-04-13,2020-04-15,Same Day,C104896,Customer 4896,Corporate,United States,Seattle,Washington,98101,West,P104896,Technology,Machines,Printer,1957.55,2,0.2,54.03
CA-2019-104897,2019-10-24,2019-10-30,First Class,C104897,Customer 4897,Home Office,United States,Seattle,Washington,98101,West,P104897,Office Supplies,Paper,Copy Paper,649.59,3,0.3,0.61
CA-2021-104898,2021-12-17,2021-12-23,Same Day,C104898,Customer 4898,Corporate,United States,Chicago,Illinois,60601,Central,P104898,Furniture,Chairs,Office Chair,1158.02,7,0.3,-0.37
CA-2019-104899,2019-03-20,2019-03-24,First Class,C104899,Customer 4899,Consumer,United States,New York,New York,10001,East,P104899,Technology,Accessories,Mouse,1179.51,4,0.1,50.24
CA-2021-104900,2021-02-09,2021-02-16,Standard Class,C104900,Customer 4900,Consumer,United States,Houston,Texas,77001,Central,P104900,Office Supplies,Storage,Storage Box,1733.06,8,0.1,213.34
CA-2022-104901,2022-03-11,2022-03-16,Standard Class,C104901,Customer 4901,Consumer,United States,Seattle,Washington,98101,West,P104901,Furniture,Bookcases,Bookcase,338.31,5,0.3,75.87
CA-2020-104902,2020-12-09,2020-12-15,Standard Class,C104902,Customer 4902,Consumer,United States,Chicago,Illinois,60601,Central,P104902,Technology,Phones,Smartphone,1064.26,6,0.3,245.04
CA-2022-104903,2022-03-29,2022-04-05,Second Class,C104903,Customer 4903,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P104903,Furniture,Tables,Conference Table,62.33,9,0.3,5.67
CA-2022-104904,2022-08-17,2022-08-24,Same Day,C104904,Customer 4904,Consumer,United States,New York,New York,10001,East,P104904,Furniture,Tables,Conference Table,1797.83,10,0.0,608.12
CA-2019-104905,2019-12-21,2019-12-27,First Class,C104905,Customer 4905,Home Office,United States,Chicago,Illinois,60601,Central,P104905,Technology,Machines,Printer,553.39,1,0.0,83.22
CA-2019-104906,2019-07-29,2019-08-01,Same Day,C104906,Customer 4906,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P104906,Furniture,Tables,Conference Table,1304.12,1,0.1,113.39
CA-2019-104907,2019-04-09,2019-04-12,Same Day,C104907,Customer 4907,Consumer,United States,New York,New York,10001,East,P104907,Furniture,Chairs,Office Chair,1241.3,6,0.1,106.64
CA-2022-104908,2022-03-16,2022-03-22,Standard Class,C104908,Customer 4908,Consumer,United States,Philadelphia,Pennsylvania,19104,East,P104908,Office Supplies,Binders,Binder,1905.77,3,0.1,616.24
CA-2022-104909,2022-03-14,2022-03-18,Second Class,C104909,Customer 4909,Corporate,United States,Houston,Texas,77001,Central,P104909,Technology,Phones,Smartphone,1100.95,5,0.1,322.3
CA-2019-104910,2019-09-12,2019-09-19,Same Day,C104910,Customer 4910,Corporate,United States,Los Angeles,California,90001,West,P104910,Office Supplies,Storage,Storage Box,1462.23,2,0.0,377.48
CA-2021-104911,2021-11-16,2021-11-22,Same Day,C104911,Customer 4911,Home Office,United States,Los Angeles,California,90001,West,P104911,Office Supplies,Storage,Storage Box,250.06,5,0.0,66.51
CA-2019-104912,2019-05-15,2019-05-21,Second Class,C104912,Customer 4912,Home Office,United States,Philadelphia,Pennsylvania,19104,East,P104912,Furniture,Bookcases,Bookcase,1566.78,3,0.2,372.19
CA-2021-104913,2021-10-13,2021-10-16,Second Class,C104913,Customer 4913,Consumer,United States,Los Angeles,California,90001,West,P104913,Technology,Machines,Printer,217.92,10,0.1,62.13
CA-2019-104914,2019-11-11,2019-11-16,First Class,C104914,Customer 4914,Corporate,United States,Chicago,Illinois,60601,Central,P104914,Office Supplies,Binders,Binder,1746.5,7,0.2,202.2
CA-2019-104915,2019-12-22,2019-12-27,Second Class,C104915,Customer 4915,Corporate,United States,Seattle,Washington,98101,West,P104915,Office Supplies,Paper,Copy Paper,1598.06,10,0.0,286.69
CA-2022-104916,2022-11-14,2022-11-15,First Class,C104916,Customer 4916,Home Office,United States,Houston,Texas,77001,Central,P104916,Technology,Machines,Printer,761.76,3,0.1,174.82
CA-2019-104917,2019-02-06,2019-02-13,Standard Class,C104917,Customer 4917,Corporate,United States,Chicago,Illinois,60601,Central,P104917,Office Supplies,Storage,Storage Box,403.84,1,0.1,126.33
CA-2021-104918,2021-08-08,2021-08-12,First Class,C104918,Customer 4918,Corporate,United States,Seattle,Washington,98101,West,P104918,Office Supplies,Storage,Storage Box,476.68,6,0.3,67.88
CA-2022-104919,2022-01-09,2022-01-10,Standard Class,C104919,Customer 4919,Consumer,United States,Seattle,Washington,98101,West,P104919,Furniture,Bookcases,Bookcase,111.15,5,0.2,3.4
CA-2022-104920,2022-04-18,2022-04-24,Same Day,C104920,Customer 4920,Corporate,United States,Houston,Texas,77001,Central,P104920,Furniture,Chairs,Office Chair,1258.55,5,0.0,295.84
CA-2021-104921,2021-06-06,2021-06-07,Standard Class,C104921,Customer 4921,Corporate,United States,Houston,Texas,77001,Central,P104921,Furniture,Tables,Conference Table,616.93,2,0.2,69.15
CA-2019-104922,2019-04-09,2019-04-15,Standard Class,C104922,Customer 4922,Corporate,United States,Houston,Texas,77001,Central,P104922,Technology,Accessories,Mouse,689.75,8,0.3,20.68
CA-2021-104923,2021-01-31,2021-02-02,First Class,C104923,Customer 4923,Home Office,United States,Houston,Texas,77001,Central,P104923,Technology,Accessories,Mouse,655.05,6,0.1,160.95
CA-2022-104924,2022-04-04,2022-04-05,Second Class,C104924,Customer 4924,Corporate,United States,Los Angeles,California,90001,West,P104924,Office Supplies,Paper,Copy Paper,1702.35,2,0.2,115.01
CA-2022-104925,2022-02-02,2022-02-09,First Class,C104925,Customer 4925,Home Office,United States,Philadelphia,Pennsylvania,19104,East,P104925,Technology,Machines,Printer,1377.9,9,0.0,236.82
CA-2020-104926,2020-08-27,2020-08-28,Standard Class,C104926,Customer 4926,Home Office,United States,Philadelphia,Pennsylvania,19104,East,P104926,Technology,Accessories,Mouse,500.96,8,0.2,34.64
CA-2021-104927,2021-06-20,2021-06-27,Second Class,C104927,Customer 4927,Consumer,United States,New York,New York,10001,East,P104927,Technology,Phones,Smartphone,1263.8,3,0.0,137.97
CA-2019-104928,2019-06-26,2019-06-27,Same Day,C104928,Customer 4928,Corporate,United States,Los Angeles,California,90001,West,P104928,Furniture,Bookcases,Bookcase,734.4,5,0.0,80.68
CA-2020-104929,2020-12-22,2020-12-24,Same Day,C104929,Customer 4929,Corporate,United States,Chicago,Illinois,60601,Central,P104929,Office Supplies,Binders,Binder,1105.18,9,0.2,214.34
CA-2022-104930,2022-12-09,2022-12-13,Second Class,C104930,Customer 4930,Consumer,United States,Chicago,Illinois,60601,Central,P104930,Office Supplies,Storage,Storage Box,585.72,2,0.1,114.29
CA-2020-104931,2020-11-12,2020-11-13,Standard Class,C104931,Customer 4931,Corporate,United States,Chicago,Illinois,60601,Central,P104931,Office Supplies,Binders,Binder,1659.68,2,0.0,479.4
CA-2020-104932,2020-05-03,2020-05-04,First Class,C104932,Customer 4932,Corporate,United States,Los Angeles,California,90001,West,P104932,Office Supplies,Paper,Copy Paper,1792.41,4,0.2,344.83
CA-2021-104933,2021-12-28,2022-01-04,First Class,C104933,Customer 4933,Consumer,United States,Seattle,Washington,98101,West,P104933,Technology,Machines,Printer,240.94,6,0.0,68.59
CA-2021-104934,2021-03-18,2021-03-23,Standard Class,C104934,Customer 4934,Consumer,United States,New York,New York,10001,East,P104934,Office Supplies,Paper,Copy Paper,435.05,4,0.2,21.74
CA-2021-104935,2021-04-25,2021-05-01,Standard Class,C104935,Customer 4935,Home Office,United States,Houston,Texas,77001,Central,P104935,Furniture,Tables,Conference Table,1049.43,10,0.0,192.06
CA-2020-104936,2020-08-16,2020-08-20,Same Day,C104936,Customer 4936,Corporate,United States,New York,New York,10001,East,P104936,Technology,Machines,Printer,1994.43,3,0.3,126.03
CA-2020-104937,2020-01-27,2020-02-02,Second Class,C104937,Customer 4937,Home Office,United States,Los Angeles,California,90001,West,P104937,Office Supplies,Binders,Binder,1306.56,6,0.2,242.45
CA-2019-104938,2019-01-18,2019-01-24,Second Class,C104938,Customer 4938,Consumer,United States,Los Angeles,California,90001,West,P104938,Furniture,Chairs,Office Chair,187.52,6,0.1,57.98
CA-2022-104939,2022-09-24,2022-09-27,Same Day,C104939,Customer 4939,Corporate,United States,Seattle,Washington,98101,West,P104939,Office Supplies,Paper,Copy Paper,890.96,4,0.0,173.13
CA-2021-104940,2021-04-09,2021-04-12,Same Day,C104940,Customer 4940,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P104940,Technology,Phones,Smartphone,706.1,1,0.2,197.76
CA-2019-104941,2019-08-03,2019-08-09,Second Class,C104941,Customer 4941,Corporate,United States,New York,New York,10001,East,P104941,Office Supplies,Paper,Copy Paper,1583.51,7,0.0,374.46
CA-2021-104942,2021-02-09,2021-02-13,Second Class,C104942,Customer 4942,Consumer,United States,New York,New York,10001,East,P104942,Furniture,Bookcases,Bookcase,1282.79,3,0.1,230.35
CA-2019-104943,2019-03-11,2019-03-18,Same Day,C104943,Customer 4943,Consumer,United States,New York,New York,10001,East,P104943,Furniture,Tables,Conference Table,1727.85,6,0.1,106.52
CA-2021-104944,2021-07-12,2021-07-17,First Class,C104944,Customer 4944,Consumer,United States,Chicago,Illinois,60601,Central,P104944,Furniture,Bookcases,Bookcase,1789.56,5,0.0,457.57
CA-2019-104945,2019-11-06,2019-11-09,Standard Class,C104945,Customer 4945,Home Office,United States,Philadelphia,Pennsylvania,19104,East,P104945,Office Supplies,Paper,Copy Paper,132.23,3,0.3,0.68
CA-2019-104946,2019-12-31,2020-01-01,Standard Class,C104946,Customer 4946,Home Office,United States,Philadelphia,Pennsylvania,19104,East,P104946,Technology,Machines,Printer,681.65,2,0.1,43.44
CA-2019-104947,2019-04-21,2019-04-27,Second Class,C104947,Customer 4947,Corporate,United States,Los Angeles,California,90001,West,P104947,Technology,Accessories,Mouse,1096.83,5,0.3,265.61
CA-2019-104948,2019-01-10,2019-01-14,Second Class,C104948,Customer 4948,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P104948,Office Supplies,Paper,Copy Paper,666.41,4,0.0,33.59
CA-2019-104949,2019-06-03,2019-06-05,First Class,C104949,Customer 4949,Corporate,United States,New York,New York,10001,East,P104949,Office Supplies,Binders,Binder,1415.32,7,0.0,369.69
CA-2019-104950,2019-06-21,2019-06-26,Second Class,C104950,Customer 4950,Consumer,United States,Houston,Texas,77001,Central,P104950,Furniture,Bookcases,Bookcase,728.14,2,0.3,33.17
CA-2022-104951,2022-05-15,2022-05-20,First Class,C104951,Customer 4951,Home Office,United States,Houston,Texas,77001,Central,P104951,Furniture,Chairs,Office Chair,1985.86,6,0.0,230.57
CA-2021-104952,2021-02-07,2021-02-11,First Class,C104952,Customer 4952,Consumer,United States,Houston,Texas,77001,Central,P104952,Furniture,Bookcases,Bookcase,1938.09,6,0.1,185.41
CA-2020-104953,2020-01-05,2020-01-11,Second Class,C104953,Customer 4953,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P104953,Office Supplies,Binders,Binder,1778.97,2,0.0,206.01
CA-2020-104954,2020-03-09,2020-03-14,Second Class,C104954,Customer 4954,Home Office,United States,Los Angeles,California,90001,West,P104954,Technology,Phones,Smartphone,1999.47,4,0.0,270.56
CA-2020-104955,2020-06-24,2020-06-29,Second Class,C104955,Customer 4955,Home Office,United States,New York,New York,10001,East,P104955,Technology,Machines,Printer,1675.51,2,0.1,61.55
CA-2022-104956,2022-08-11,2022-08-16,Second Class,C104956,Customer 4956,Home Office,United States,Los Angeles,California,90001,West,P104956,Furniture,Bookcases,Bookcase,723.6,3,0.0,187.5
CA-2019-104957,2019-06-22,2019-06-26,First Class,C104957,Customer 4957,Home Office,United States,Chicago,Illinois,60601,Central,P104957,Technology,Accessories,Mouse,1810.14,5,0.1,142.93
CA-2020-104958,2020-08-18,2020-08-24,Standard Class,C104958,Customer 4958,Consumer,United States,Houston,Texas,77001,Central,P104958,Technology,Phones,Smartphone,947.4,5,0.0,107.09
CA-2019-104959,2019-02-28,2019-03-02,First Class,C104959,Customer 4959,Corporate,United States,Houston,Texas,77001,Central,P104959,Furniture,Chairs,Office Chair,1390.83,4,0.0,405.46
CA-2020-104960,2020-06-13,2020-06-16,Standard Class,C104960,Customer 4960,Corporate,United States,New York,New York,10001,East,P104960,Office Supplies,Binders,Binder,1312.23,6,0.1,278.49
CA-2019-104961,2019-07-26,2019-08-02,Standard Class,C104961,Customer 4961,Consumer,United States,Chicago,Illinois,60601,Central,P104961,Technology,Machines,Printer,1251.55,2,0.2,221.03
CA-2022-104962,2022-07-25,2022-07-31,Second Class,C104962,Customer 4962,Consumer,United States,Houston,Texas,77001,Central,P104962,Office Supplies,Binders,Binder,479.78,3,0.3,103.29
CA-2019-104963,2019-06-27,2019-06-28,First Class,C104963,Customer 4963,Home Office,United States,Los Angeles,California,90001,West,P104963,Office Supplies,Storage,Storage Box,1893.83,8,0.0,536.1
CA-2021-104964,2021-03-30,2021-04-06,Same Day,C104964,Customer 4964,Consumer,United States,Chicago,Illinois,60601,Central,P104964,Office Supplies,Paper,Copy Paper,1098.91,4,0.2,49.45
CA-2019-104965,2019-01-03,2019-01-10,Standard Class,C104965,Customer 4965,Consumer,United States,Seattle,Washington,98101,West,P104965,Furniture,Chairs,Office Chair,180.99,8,0.1,52.27
CA-2020-104966,2020-02-08,2020-02-15,Second Class,C104966,Customer 4966,Consumer,United States,Chicago,Illinois,60601,Central,P104966,Furniture,Tables,Conference Table,1695.03,2,0.0,324.08
CA-2021-104967,2021-12-26,2021-12-27,Standard Class,C104967,Customer 4967,Corporate,United States,Seattle,Washington,98101,West,P104967,Furniture,Bookcases,Bookcase,475.31,3,0.1,21.46
CA-2019-104968,2019-11-09,2019-11-16,First Class,C104968,Customer 4968,Corporate,United States,New York,New York,10001,East,P104968,Furniture,Tables,Conference Table,1822.56,9,0.2,165.42
CA-2021-104969,2021-08-24,2021-08-30,Same Day,C104969,Customer 4969,Consumer,United States,Chicago,Illinois,60601,Central,P104969,Technology,Phones,Smartphone,1729.72,4,0.2,482.32
